YEAR,MONTH,DAY,DAY_OF_WEEK,FLIGHT_NUMBER,SCHEDULED_DEPARTURE,DEPARTURE_TIME,DEPARTURE_DELAY,TAXI_OUT,WHEELS_OFF,SCHEDULED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,WHEELS_ON,TAXI_IN,SCHEDULED_ARRIVAL,ARRIVAL_TIME,ARRIVAL_DELAY,DIVERTED,CANCELLED,AIR_SYSTEM_DELAY,SECURITY_DELAY,AIRLINE_DELAY,LATE_AIRCRAFT_DELAY,WEATHER_DELAY
2015,8,13,4,1694,2159,2157,-2,17,2214,308,298,268,2139,2342,13,7,2355,-12,0,0,NA,NA,NA,NA,NA
2015,11,16,1,603,2105,2142,37,9,2151,186,196,180,1107,2351,7,2311,2358,47,0,0,10,0,37,0,0
2015,3,11,3,6198,1616,1621,5,9,1630,112,107,91,563,1801,7,1808,1808,0,0,0,NA,NA,NA,NA,NA
2015,1,5,1,1799,1805,1811,6,13,1824,343,321,301,2296,2025,7,2048,2032,-16,0,0,NA,NA,NA,NA,NA
2015,10,24,6,2556,1959,2012,13,15,2027,86,68,49,356,2116,4,2125,2120,-5,0,0,NA,NA,NA,NA,NA
2015,6,15,1,4557,1410,1410,0,10,1420,85,87,71,446,1531,6,1535,1537,2,0,0,NA,NA,NA,NA,NA
2015,7,23,4,1657,2230,2232,2,16,2248,294,285,260,2253,608,9,624,617,-7,0,0,NA,NA,NA,NA,NA
2015,9,30,3,2023,1350,1344,-6,14,1358,91,89,60,370,1458,15,1521,1513,-8,0,0,NA,NA,NA,NA,NA
2015,8,17,1,2112,1140,1135,-5,13,1148,85,82,65,448,1253,4,1305,1257,-8,0,0,NA,NA,NA,NA,NA
2015,10,17,6,2210,935,929,-6,16,945,67,62,41,247,1026,5,1042,1031,-11,0,0,NA,NA,NA,NA,NA
2015,5,12,2,1756,955,950,-5,14,1004,124,105,88,644,1132,3,1159,1135,-24,0,0,NA,NA,NA,NA,NA
2015,5,2,6,202,700,658,-2,12,710,255,246,219,1846,1249,15,1315,1304,-11,0,0,NA,NA,NA,NA,NA
2015,10,21,3,549,1555,1550,-5,16,1606,84,72,53,337,1659,3,1719,1702,-17,0,0,NA,NA,NA,NA,NA
2015,7,22,3,1415,2030,2029,-1,33,2102,397,390,348,2586,2350,9,7,2359,-8,0,0,NA,NA,NA,NA,NA
2015,2,17,2,62,1033,1208,95,19,1227,164,158,125,1035,1432,14,1317,1446,89,0,0,0,0,7,82,0
2015,4,9,4,1760,1700,1659,-1,26,1725,164,162,131,954,1936,5,1944,1941,-3,0,0,NA,NA,NA,NA,NA
2015,2,24,2,2327,1500,1509,9,13,1522,175,157,129,853,1731,15,1755,1746,-9,0,0,NA,NA,NA,NA,NA
2015,5,18,1,2156,1600,1953,233,15,2008,100,113,85,481,2133,13,1740,2146,246,0,0,13,0,0,85,148
2015,12,1,2,356,1925,2023,58,16,2039,87,79,56,337,2135,7,2052,2142,50,0,0,0,0,3,47,0
2015,2,13,5,3833,1430,1428,-2,13,1441,58,81,38,166,1519,30,1528,1549,21,0,0,21,0,0,0,0
2015,9,27,7,1355,1045,1043,-2,22,1105,247,236,209,1616,1234,5,1252,1239,-13,0,0,NA,NA,NA,NA,NA
2015,1,13,2,3956,1908,1906,-2,17,1923,77,78,46,265,1909,15,1925,1924,-1,0,0,NA,NA,NA,NA,NA
2015,4,30,4,3032,2030,2024,-6,19,2043,83,80,57,327,2140,4,2153,2144,-9,0,0,NA,NA,NA,NA,NA
2015,6,22,1,3187,1014,1330,196,16,1346,57,56,36,147,1422,4,1111,1426,195,0,0,0,0,0,0,195
2015,5,15,5,1112,1356,1401,5,9,1410,133,122,102,758,1552,11,1609,1603,-6,0,0,NA,NA,NA,NA,NA
2015,10,2,5,1973,1000,955,-5,51,1046,136,159,101,544,1227,7,1216,1234,18,0,0,18,0,0,0,0
2015,2,12,4,658,650,644,-6,10,654,180,157,142,973,816,5,850,821,-29,0,0,NA,NA,NA,NA,NA
2015,9,3,4,401,1251,1250,-1,36,1326,210,217,178,1368,1524,3,1521,1527,6,0,0,NA,NA,NA,NA,NA
2015,12,19,6,25,1030,1035,5,11,1046,370,335,317,2603,1403,7,1440,1410,-30,0,0,NA,NA,NA,NA,NA
2015,10,11,7,108,1730,1727,-3,10,1737,166,171,148,1171,2205,13,2216,2218,2,0,0,NA,NA,NA,NA,NA
2015,7,21,2,989,1235,1254,19,13,1307,190,200,157,1199,1344,30,1345,1414,29,0,0,10,0,19,0,0
2015,2,12,4,3633,1940,2014,34,6,2020,54,44,33,134,2053,5,2034,2058,24,0,0,0,0,0,24,0
2015,8,1,6,1219,1437,1435,-2,14,1449,233,228,197,1535,1606,17,1630,1623,-7,0,0,NA,NA,NA,NA,NA
2015,4,27,1,2424,2000,2005,5,34,2039,193,219,182,1103,2241,3,2213,2244,31,0,0,31,0,0,0,0
2015,1,30,5,1732,515,515,0,8,523,76,78,66,290,629,4,631,633,2,0,0,NA,NA,NA,NA,NA
2015,4,21,2,745,2020,2012,-8,35,2047,74,87,41,226,2128,11,2134,2139,5,0,0,NA,NA,NA,NA,NA
2015,7,31,5,46,2049,2046,-3,15,2101,220,216,198,1542,2319,3,2329,2322,-7,0,0,NA,NA,NA,NA,NA
2015,1,9,5,1758,1145,1142,-3,14,1156,236,215,197,1532,1313,4,1341,1317,-24,0,0,NA,NA,NA,NA,NA
2015,12,14,1,586,834,834,0,14,848,168,158,126,888,954,18,1022,1012,-10,0,0,NA,NA,NA,NA,NA
2015,2,22,7,785,1307,1306,-1,10,1316,152,132,113,907,1609,9,1639,1618,-21,0,0,NA,NA,NA,NA,NA
2015,3,13,5,706,2220,2224,4,9,2233,80,67,53,397,2326,5,2340,2331,-9,0,0,NA,NA,NA,NA,NA
2015,8,7,5,3206,1125,1124,-1,17,1141,170,171,148,1066,1309,6,1315,1315,0,0,0,NA,NA,NA,NA,NA
2015,4,7,2,1058,1355,1357,2,14,1411,94,84,62,404,1513,8,1529,1521,-8,0,0,NA,NA,NA,NA,NA
2015,7,12,7,4140,620,620,0,11,631,85,78,62,404,733,5,745,738,-7,0,0,NA,NA,NA,NA,NA
2015,5,25,1,3536,1832,1825,-7,19,1844,108,107,78,475,1902,10,1920,1912,-8,0,0,NA,NA,NA,NA,NA
2015,12,14,1,717,1059,1137,38,25,1202,69,104,72,187,1314,7,1208,1321,73,0,0,35,0,10,28,0
2015,8,30,7,2513,1102,1057,-5,15,1112,72,60,39,250,1051,6,1114,1057,-17,0,0,NA,NA,NA,NA,NA
2015,1,6,2,723,1655,1658,3,16,1714,132,115,94,641,1748,5,1807,1753,-14,0,0,NA,NA,NA,NA,NA
2015,8,2,7,3545,1619,1612,-7,12,1624,91,93,69,351,1733,12,1750,1745,-5,0,0,NA,NA,NA,NA,NA
2015,4,10,5,3319,1045,1053,8,9,1102,86,94,63,351,1205,22,1211,1227,16,0,0,8,0,0,8,0
2015,5,30,6,2482,1830,1824,-6,9,1833,70,64,51,306,1924,4,1940,1928,-12,0,0,NA,NA,NA,NA,NA
2015,1,27,2,699,1930,1927,-3,11,1938,135,126,112,896,2230,3,2245,2233,-12,0,0,NA,NA,NA,NA,NA
2015,7,18,6,260,2210,2207,-3,10,2217,289,270,254,2248,531,6,559,537,-22,0,0,NA,NA,NA,NA,NA
2015,2,16,1,2570,1540,1554,14,8,1602,99,109,93,462,1735,8,1719,1743,24,0,0,10,0,9,5,0
2015,11,7,6,2067,1410,1407,-3,14,1421,129,132,111,808,1712,7,1719,1719,0,0,0,NA,NA,NA,NA,NA
2015,7,3,5,980,1500,1531,31,16,1547,166,137,114,946,1741,7,1746,1748,2,0,0,NA,NA,NA,NA,NA
2015,5,10,7,1088,2215,2211,-4,10,2221,85,76,61,406,2322,5,2340,2327,-13,0,0,NA,NA,NA,NA,NA
2015,8,4,2,2017,1419,1437,18,15,1452,113,96,75,541,1607,6,1612,1613,1,0,0,NA,NA,NA,NA,NA
2015,8,17,1,1263,700,1303,363,17,1320,159,157,130,903,1530,10,939,1540,361,0,0,0,0,361,0,0
2015,12,23,3,41,955,1003,8,19,1022,340,325,297,2338,1319,9,1335,1328,-7,0,0,NA,NA,NA,NA,NA
2015,7,1,3,508,1435,1441,6,8,1449,110,101,88,647,1617,5,1625,1622,-3,0,0,NA,NA,NA,NA,NA
2015,3,15,7,2312,1900,1911,11,15,1926,71,62,39,192,2005,8,2011,2013,2,0,0,NA,NA,NA,NA,NA
2015,4,21,2,283,755,752,-3,24,816,164,175,144,1023,1040,7,1039,1047,8,0,0,NA,NA,NA,NA,NA
2015,10,2,5,481,1110,1107,-3,25,1132,219,229,197,1558,1649,7,1649,1656,7,0,0,NA,NA,NA,NA,NA
2015,12,18,5,1022,1835,2013,98,9,2022,175,154,140,1197,2242,5,2130,2247,77,0,0,0,0,8,69,0
2015,10,28,3,898,1430,1455,25,12,1507,190,198,178,1209,1705,8,1640,1713,33,0,0,8,0,25,0,0
2015,1,25,7,4362,1720,1712,-8,13,1725,185,167,137,1034,1942,17,2025,1959,-26,0,0,NA,NA,NA,NA,NA
2015,1,8,4,5227,1039,1215,96,10,1225,94,86,72,451,1337,4,1213,1341,88,0,0,0,0,0,88,0
2015,7,23,4,144,800,750,-10,14,804,74,74,45,282,849,15,914,904,-10,0,0,NA,NA,NA,NA,NA
2015,4,5,7,1610,605,559,-6,12,611,170,140,124,1123,1015,4,1055,1019,-36,0,0,NA,NA,NA,NA,NA
2015,7,1,3,2156,1945,1946,1,13,1959,75,90,48,337,2047,29,2100,2116,16,0,0,16,0,0,0,0
2015,3,4,3,5550,920,917,-3,39,956,50,83,37,106,1033,7,1010,1040,30,0,0,30,0,0,0,0
2015,4,11,6,1486,1245,1243,-2,13,1256,138,114,94,762,1430,7,1503,1437,-26,0,0,NA,NA,NA,NA,NA
2015,12,12,6,14,2246,2248,2,25,2313,312,296,263,2486,536,8,558,544,-14,0,0,NA,NA,NA,NA,NA
2015,9,6,7,8,2235,2221,-14,15,2236,335,361,339,2762,715,7,710,722,12,0,0,NA,NA,NA,NA,NA
2015,2,4,3,3843,2135,2218,43,7,2225,70,58,48,308,2313,3,2245,2316,31,0,0,0,0,0,31,0
2015,4,8,3,3500,1940,1930,-10,10,1940,77,79,54,280,2034,15,2057,2049,-8,0,0,NA,NA,NA,NA,NA
2015,2,3,2,4959,930,924,-6,12,936,65,73,57,277,1033,4,1035,1037,2,0,0,NA,NA,NA,NA,NA
2015,6,29,1,3322,530,NA,NA,NA,NA,115,NA,NA,621,NA,NA,725,NA,NA,0,1,NA,NA,NA,NA,NA
2015,6,7,7,1242,1029,1024,-5,16,1040,193,149,128,1035,1248,5,1342,1253,-49,0,0,NA,NA,NA,NA,NA
2015,12,6,7,1738,1330,1329,-1,19,1348,210,208,183,1521,1851,6,1900,1857,-3,0,0,NA,NA,NA,NA,NA
2015,12,21,1,678,2255,2309,14,21,2330,266,281,237,2133,527,23,521,550,29,0,0,15,0,14,0,0
2015,6,24,3,964,2055,2129,34,10,2139,85,91,70,447,2249,11,2220,2300,40,0,0,0,0,34,0,6
2015,8,20,4,2629,815,810,-5,7,817,95,78,63,440,1020,8,1050,1028,-22,0,0,NA,NA,NA,NA,NA
2015,12,18,5,1857,2214,2237,23,26,2303,105,97,66,541,9,5,2359,14,15,0,0,0,0,9,6,0
2015,2,18,3,3620,1425,1418,-7,15,1433,169,156,136,888,1549,5,1614,1554,-20,0,0,NA,NA,NA,NA,NA
2015,9,29,2,2065,1710,1711,1,9,1720,120,117,100,756,1900,8,1910,1908,-2,0,0,NA,NA,NA,NA,NA
2015,9,11,5,663,745,740,-5,11,751,115,117,94,640,925,12,940,937,-3,0,0,NA,NA,NA,NA,NA
2015,2,1,7,1996,2025,NA,NA,NA,NA,113,NA,NA,683,NA,NA,2218,NA,NA,0,1,NA,NA,NA,NA,NA
2015,3,8,7,1251,2125,2126,1,14,2140,86,83,60,460,2240,9,2251,2249,-2,0,0,NA,NA,NA,NA,NA
2015,7,20,1,5969,1400,1400,0,16,1416,113,105,85,654,1641,4,1653,1645,-8,0,0,NA,NA,NA,NA,NA
2015,5,6,3,2741,1810,NA,NA,NA,NA,65,NA,NA,110,NA,NA,1915,NA,NA,0,1,NA,NA,NA,NA,NA
2015,12,14,1,5490,1044,1033,-11,14,1047,96,105,79,421,1206,12,1220,1218,-2,0,0,NA,NA,NA,NA,NA
2015,6,5,5,466,1535,1534,-1,27,1601,61,64,29,140,1630,8,1636,1638,2,0,0,NA,NA,NA,NA,NA
2015,6,16,2,155,1645,1642,-3,14,1656,87,94,77,539,1813,3,1812,1816,4,0,0,NA,NA,NA,NA,NA
2015,11,26,4,4010,2030,2020,-10,5,2025,120,98,88,704,2253,5,2330,2258,-32,0,0,NA,NA,NA,NA,NA
2015,5,16,6,824,2230,2226,-4,13,2239,337,337,317,2586,656,7,707,703,-4,0,0,NA,NA,NA,NA,NA
2015,4,8,3,487,645,639,-6,12,651,120,186,169,601,840,5,745,845,60,0,0,60,0,0,0,0
2015,9,10,4,932,1822,1852,30,22,1914,225,238,211,1609,2345,5,2307,2350,43,0,0,18,0,0,25,0
2015,7,21,2,7420,1303,1300,-3,14,1314,79,69,47,257,1401,8,1422,1409,-13,0,0,NA,NA,NA,NA,NA
2015,8,10,1,2871,1400,1359,-1,23,1422,54,56,30,109,1452,3,1454,1455,1,0,0,NA,NA,NA,NA,NA
2015,3,26,4,1138,952,1003,11,11,1014,150,148,127,1009,1421,10,1422,1431,9,0,0,NA,NA,NA,NA,NA
2015,12,2,3,2086,1845,1842,-3,11,1853,138,138,120,762,2053,7,2103,2100,-3,0,0,NA,NA,NA,NA,NA
2015,4,8,3,108,1410,1408,-2,9,1417,135,126,107,836,1704,10,1725,1714,-11,0,0,NA,NA,NA,NA,NA
2015,7,2,4,3488,1825,1820,-5,24,1844,94,86,56,409,1940,6,1959,1946,-13,0,0,NA,NA,NA,NA,NA
2015,11,24,2,2021,1557,1551,-6,10,1601,271,241,227,1671,1748,4,1828,1752,-36,0,0,NA,NA,NA,NA,NA
2015,11,6,5,1689,1455,1548,53,8,1556,90,76,64,436,1700,4,1625,1704,39,0,0,0,0,2,37,0
2015,10,1,4,5033,1200,1154,-6,14,1208,130,146,124,692,1412,8,1410,1420,10,0,0,NA,NA,NA,NA,NA
2015,5,29,5,2267,1345,1337,-8,15,1352,254,250,224,1892,2036,11,2059,2047,-12,0,0,NA,NA,NA,NA,NA
2015,11,5,4,5275,2015,2014,-1,9,2023,78,71,56,370,2219,6,2233,2225,-8,0,0,NA,NA,NA,NA,NA
2015,4,20,1,2226,800,756,-4,33,829,108,121,84,581,953,4,948,957,9,0,0,NA,NA,NA,NA,NA
2015,9,24,4,1793,1859,1855,-4,20,1915,125,113,87,544,2042,6,2104,2048,-16,0,0,NA,NA,NA,NA,NA
2015,4,22,3,221,1205,1218,13,7,1225,150,144,131,883,1336,6,1335,1342,7,0,0,NA,NA,NA,NA,NA
2015,8,30,7,1057,1240,1349,69,23,1412,135,132,106,861,1558,3,1455,1601,66,0,0,0,0,0,66,0
2015,10,16,5,200,1230,1231,1,46,1317,70,95,46,258,1403,3,1340,1406,26,0,0,26,0,0,0,0
2015,3,26,4,4601,1640,1638,-2,9,1647,94,92,68,458,1755,15,1814,1810,-4,0,0,NA,NA,NA,NA,NA
2015,9,19,6,811,735,729,-6,9,738,320,292,278,2349,916,5,955,921,-34,0,0,NA,NA,NA,NA,NA
2015,2,12,4,1697,1455,1453,-2,11,1504,135,119,104,849,1748,4,1810,1752,-18,0,0,NA,NA,NA,NA,NA
2015,7,21,2,514,1755,1800,5,26,1826,153,141,111,859,2017,4,2028,2021,-7,0,0,NA,NA,NA,NA,NA
2015,11,21,6,570,700,701,1,10,711,57,53,36,197,747,7,757,754,-3,0,0,NA,NA,NA,NA,NA
2015,6,21,7,587,1932,1932,0,22,1954,91,89,63,372,2057,4,2103,2101,-2,0,0,NA,NA,NA,NA,NA
2015,2,23,1,1099,1500,1637,97,16,1653,90,85,66,397,1759,3,1630,1802,92,0,0,0,0,6,86,0
2015,8,20,4,3392,2205,2202,-3,21,2223,56,56,32,164,2255,3,2301,2258,-3,0,0,NA,NA,NA,NA,NA
2015,7,17,5,241,1358,1406,8,21,1427,283,269,244,1846,1631,4,1641,1635,-6,0,0,NA,NA,NA,NA,NA
2015,1,3,6,1350,1650,1756,66,44,1840,215,238,184,1605,2344,10,2225,2354,89,0,0,89,0,0,0,0
2015,1,11,7,814,1554,1619,25,11,1630,134,127,108,862,1918,8,1908,1926,18,0,0,0,0,18,0,0
2015,2,14,6,187,1156,1211,15,19,1230,174,155,129,867,1339,7,1350,1346,-4,0,0,NA,NA,NA,NA,NA
2015,11,7,6,3186,1935,1930,-5,7,1937,160,145,126,1107,2243,12,2315,2255,-20,0,0,NA,NA,NA,NA,NA
2015,3,19,4,5264,1210,1206,-4,18,1224,76,69,46,331,1310,5,1326,1315,-11,0,0,NA,NA,NA,NA,NA
2015,7,23,4,1662,1520,1538,18,17,1555,263,233,199,1846,2114,17,2143,2131,-12,0,0,NA,NA,NA,NA,NA
2015,4,15,3,7388,2153,2147,-6,7,2154,52,42,30,200,2124,5,2145,2129,-16,0,0,NA,NA,NA,NA,NA
2015,7,17,5,5170,1205,1202,-3,11,1213,63,55,40,227,1253,4,1308,1257,-11,0,0,NA,NA,NA,NA,NA
2015,8,24,1,4704,715,710,-5,21,731,175,181,152,1107,1003,8,1010,1011,1,0,0,NA,NA,NA,NA,NA
2015,5,12,2,4568,1825,1823,-2,11,1834,150,136,116,883,2030,9,2055,2039,-16,0,0,NA,NA,NA,NA,NA
2015,12,5,6,1625,1035,1146,71,15,1201,166,161,135,919,1416,11,1321,1427,66,0,0,0,0,10,56,0
2015,6,1,1,3311,1020,1013,-7,13,1026,84,73,53,351,1119,7,1144,1126,-18,0,0,NA,NA,NA,NA,NA
2015,2,14,6,5310,1951,1936,-15,12,1948,82,65,49,313,2037,4,2113,2041,-32,0,0,NA,NA,NA,NA,NA
2015,2,24,2,896,600,559,-1,26,625,85,90,61,289,726,3,725,729,4,0,0,NA,NA,NA,NA,NA
2015,6,10,3,526,1500,1455,-5,8,1503,170,158,144,1107,1827,6,1850,1833,-17,0,0,NA,NA,NA,NA,NA
2015,10,30,5,571,1520,1505,-15,15,1520,145,156,135,933,1735,6,1745,1741,-4,0,0,NA,NA,NA,NA,NA
2015,5,26,2,445,1025,1042,17,11,1053,115,102,86,545,1219,5,1220,1224,4,0,0,NA,NA,NA,NA,NA
2015,11,9,1,5565,1611,1654,43,19,1713,79,83,60,399,1813,4,1730,1817,47,0,0,4,0,43,0,0
2015,6,8,1,3941,738,730,-8,14,744,84,78,52,343,936,12,1002,948,-14,0,0,NA,NA,NA,NA,NA
2015,7,5,7,1039,648,640,-8,13,653,252,254,235,1698,948,6,1000,954,-6,0,0,NA,NA,NA,NA,NA
2015,8,6,4,3247,537,535,-2,18,553,82,74,45,223,538,11,559,549,-10,0,0,NA,NA,NA,NA,NA
2015,10,19,1,1245,818,808,-10,9,817,67,56,35,191,852,12,925,904,-21,0,0,NA,NA,NA,NA,NA
2015,3,8,7,1749,1920,1911,-9,14,1925,101,99,76,468,2041,9,2101,2050,-11,0,0,NA,NA,NA,NA,NA
2015,7,17,5,5326,1222,1246,24,13,1259,175,160,142,1075,1421,5,1417,1426,9,0,0,NA,NA,NA,NA,NA
2015,2,16,1,646,1255,1255,0,15,1310,134,111,90,719,1540,6,1609,1546,-23,0,0,NA,NA,NA,NA,NA
2015,11,11,3,1123,832,823,-9,12,835,178,164,145,1085,1100,7,1130,1107,-23,0,0,NA,NA,NA,NA,NA
2015,3,24,2,2764,1230,1222,-8,27,1249,70,79,47,261,1336,5,1340,1341,1,0,0,NA,NA,NA,NA,NA
2015,2,26,4,1110,1415,1459,44,28,1527,145,185,143,895,1750,14,1640,1804,84,0,0,56,0,28,0,0
2015,5,19,2,857,845,837,-8,14,851,109,109,93,626,924,2,934,926,-8,0,0,NA,NA,NA,NA,NA
2015,6,6,6,5492,1224,1214,-10,15,1229,148,155,132,833,1341,8,1352,1349,-3,0,0,NA,NA,NA,NA,NA
2015,12,20,7,498,1020,1038,18,11,1049,225,206,187,1747,1656,8,1705,1704,-1,0,0,NA,NA,NA,NA,NA
2015,3,12,4,1732,1405,1421,16,10,1431,105,92,76,554,1547,6,1550,1553,3,0,0,NA,NA,NA,NA,NA
2015,8,19,3,577,805,818,13,8,826,105,99,83,616,1049,8,1050,1057,7,0,0,NA,NA,NA,NA,NA
2015,4,12,7,3463,920,917,-3,12,929,137,138,122,838,1131,4,1137,1135,-2,0,0,NA,NA,NA,NA,NA
2015,3,7,6,1772,1110,1105,-5,20,1125,252,255,226,1587,1311,9,1322,1320,-2,0,0,NA,NA,NA,NA,NA
2015,1,3,6,1071,2120,NA,NA,NA,NA,231,NA,NA,1585,NA,NA,211,NA,NA,0,1,NA,NA,NA,NA,NA
2015,5,4,1,7377,1110,1105,-5,24,1129,85,90,60,358,1229,6,1235,1235,0,0,0,NA,NA,NA,NA,NA
2015,10,23,5,366,905,902,-3,18,920,93,88,65,403,1025,5,1038,1030,-8,0,0,NA,NA,NA,NA,NA
2015,9,7,1,3336,500,452,-8,9,501,74,61,44,280,545,8,614,553,-21,0,0,NA,NA,NA,NA,NA
2015,9,13,7,5221,1952,1948,-4,23,2011,103,82,53,292,2104,6,2135,2110,-25,0,0,NA,NA,NA,NA,NA
2015,10,15,4,1931,651,650,-1,21,711,137,140,110,723,801,9,808,810,2,0,0,NA,NA,NA,NA,NA
2015,1,20,2,188,1405,1359,-6,9,1408,125,116,101,822,1549,6,1610,1555,-15,0,0,NA,NA,NA,NA,NA
2015,10,5,1,5610,2121,2114,-7,21,2135,135,126,99,744,2214,6,2236,2220,-16,0,0,NA,NA,NA,NA,NA
2015,9,20,7,1593,1215,1210,-5,8,1218,70,67,56,358,1314,3,1325,1317,-8,0,0,NA,NA,NA,NA,NA
2015,5,8,5,2275,2045,2049,4,24,2113,100,105,76,516,2229,5,2225,2234,9,0,0,NA,NA,NA,NA,NA
2015,7,22,3,883,1625,1619,-6,8,1627,180,183,167,1246,1714,8,1725,1722,-3,0,0,NA,NA,NA,NA,NA
2015,5,3,7,4401,713,709,-4,9,718,61,56,41,201,759,6,814,805,-9,0,0,NA,NA,NA,NA,NA
2015,1,16,5,1983,1455,1454,-1,15,1509,63,56,37,214,1546,4,1558,1550,-8,0,0,NA,NA,NA,NA,NA
2015,8,17,1,854,1845,2109,144,19,2128,135,128,99,678,7,10,2200,17,137,0,0,0,0,0,137,0
2015,7,19,7,3326,1040,1040,0,16,1056,70,76,55,327,1151,5,1150,1156,6,0,0,NA,NA,NA,NA,NA
2015,7,20,1,304,640,637,-3,17,654,140,136,113,889,947,6,1000,953,-7,0,0,NA,NA,NA,NA,NA
2015,5,23,6,5446,1610,1629,19,16,1645,51,40,20,67,1705,4,1701,1709,8,0,0,NA,NA,NA,NA,NA
2015,12,29,2,2609,735,732,-3,14,746,229,226,199,1475,1005,13,1024,1018,-6,0,0,NA,NA,NA,NA,NA
2015,12,28,1,2650,1900,1855,-5,10,1905,70,NA,NA,251,NA,NA,2010,NA,NA,1,0,NA,NA,NA,NA,NA
2015,6,5,5,1848,1055,1051,-4,15,1106,96,87,64,425,1110,8,1131,1118,-13,0,0,NA,NA,NA,NA,NA
2015,7,23,4,2606,1150,1147,-3,9,1156,70,59,48,289,1244,2,1300,1246,-14,0,0,NA,NA,NA,NA,NA
2015,8,9,7,1948,2359,2400,1,15,15,321,299,276,2422,751,8,820,759,-21,0,0,NA,NA,NA,NA,NA
2015,2,26,4,991,1805,1826,21,11,1837,130,111,95,723,2012,5,2015,2017,2,0,0,NA,NA,NA,NA,NA
2015,7,15,3,2019,830,826,-4,15,841,215,198,177,1532,1338,6,1405,1344,-21,0,0,NA,NA,NA,NA,NA
2015,4,1,3,36,1300,1306,6,23,1329,360,349,322,2917,2151,4,2200,2155,-5,0,0,NA,NA,NA,NA,NA
2015,7,8,3,55,1310,1635,205,11,1646,350,352,332,2486,1918,9,1600,1927,207,0,0,0,0,207,0,0
2015,6,5,5,4574,1835,1830,-5,14,1844,60,47,30,109,1914,3,1935,1917,-18,0,0,NA,NA,NA,NA,NA
2015,4,1,3,1734,1255,1305,10,15,1320,76,72,53,331,1413,4,1411,1417,6,0,0,NA,NA,NA,NA,NA
2015,10,3,6,73,500,457,-3,15,512,251,255,224,1846,1056,16,1111,1112,1,0,0,NA,NA,NA,NA,NA
2015,11,18,3,1397,1535,1532,-3,14,1546,150,148,130,927,1756,4,1805,1800,-5,0,0,NA,NA,NA,NA,NA
2015,4,4,6,1573,1431,1429,-2,17,1446,209,188,158,1400,1824,13,1900,1837,-23,0,0,NA,NA,NA,NA,NA
2015,3,2,1,1031,615,NA,NA,NA,NA,90,NA,NA,283,NA,NA,745,NA,NA,0,1,NA,NA,NA,NA,NA
2015,8,17,1,5261,2100,2221,81,19,2240,106,104,80,551,2300,5,2146,2305,79,0,0,0,0,69,10,0
2015,8,31,1,6535,1925,1921,-4,16,1937,170,168,149,1211,6,3,15,9,-6,0,0,NA,NA,NA,NA,NA
2015,5,11,1,1959,1155,1149,-6,12,1201,160,149,132,983,1413,5,1435,1418,-17,0,0,NA,NA,NA,NA,NA
2015,10,4,7,627,2057,2100,3,17,2117,87,78,56,334,2213,5,2224,2218,-6,0,0,NA,NA,NA,NA,NA
2015,4,12,7,627,1810,1843,33,8,1851,90,79,67,377,1958,4,1940,2002,22,0,0,0,0,0,22,0
2015,6,7,7,1821,1245,1245,0,24,1309,115,120,90,651,1539,6,1540,1545,5,0,0,NA,NA,NA,NA,NA
2015,4,24,5,1098,533,530,-3,11,541,222,185,165,1501,926,9,1015,935,-40,0,0,NA,NA,NA,NA,NA
2015,10,13,2,2337,830,824,-6,12,836,163,128,105,802,1021,11,1113,1032,-41,0,0,NA,NA,NA,NA,NA
2015,4,3,5,4185,1510,1511,1,7,1518,90,85,73,453,1631,5,1640,1636,-4,0,0,NA,NA,NA,NA,NA
2015,8,23,7,1953,1830,1933,63,11,1944,145,131,116,814,2140,4,2055,2144,49,0,0,0,0,6,43,0
2015,12,16,3,888,705,700,-5,13,713,75,79,60,325,813,6,820,819,-1,0,0,NA,NA,NA,NA,NA
2015,10,26,1,4955,1436,1425,-11,13,1438,90,98,74,377,1552,11,1606,1603,-3,0,0,NA,NA,NA,NA,NA
2015,1,25,7,337,1855,1903,8,23,1926,360,334,304,2342,2130,7,2155,2137,-18,0,0,NA,NA,NA,NA,NA
2015,10,26,1,6217,1545,1533,-12,16,1549,60,59,30,130,1619,13,1645,1632,-13,0,0,NA,NA,NA,NA,NA
2015,12,21,1,2065,1119,1115,-4,13,1128,164,167,146,912,1254,8,1303,1302,-1,0,0,NA,NA,NA,NA,NA
2015,9,18,5,740,725,723,-2,7,730,120,112,98,679,908,7,925,915,-10,0,0,NA,NA,NA,NA,NA
2015,9,6,7,1717,2205,2201,-4,11,2212,111,110,95,632,2347,4,2356,2351,-5,0,0,NA,NA,NA,NA,NA
2015,4,16,4,1675,1205,1203,-2,13,1216,135,147,123,689,1319,11,1320,1330,10,0,0,NA,NA,NA,NA,NA
2015,9,6,7,1326,545,537,-8,15,552,116,110,82,585,714,13,741,727,-14,0,0,NA,NA,NA,NA,NA
2015,5,31,7,1679,1805,1807,2,9,1816,168,165,147,1097,2043,9,2053,2052,-1,0,0,NA,NA,NA,NA,NA
2015,4,22,3,3616,1523,1541,18,NA,NA,142,NA,NA,642,NA,NA,1645,NA,NA,0,1,NA,NA,NA,NA,NA
2015,11,11,3,370,1522,1519,-3,15,1534,98,87,68,447,1642,4,1700,1646,-14,0,0,NA,NA,NA,NA,NA
